step_times,step_durs,states_visited,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4
11.17899203300476,11.17899203300476,446,0.2,0.2,0.2,0.2,0.2,0.2
26.471068143844604,15.292076110839844,646,0.2,0.2,0.2,0.2,0.2,0.2
40.52371907234192,14.052650928497314,611,0.08780358892901517,0.08780358892901517,0.08780358892901517,0.08780358892901517,0.08780358892901517,0.6487856442839394
55.439579010009766,14.915859937667847,646,0.2,0.2,0.2,0.2,0.2,0.2
70.75670099258423,15.317121982574463,685,0.24181836090865347,0.24181836090865347,0.032726556365386045,0.24181836090865347,0.24181836090865347,0.24181836090865347
86.00274801254272,15.246047019958496,646,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998
97.21869492530823,11.215946912765503,446,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998
108.2027440071106,10.984049081802368,406,0.04137845144781584,0.04137845144781584,0.04137845144781584,0.3057476990347894,0.3057476990347894,0.3057476990347894
118.50329113006592,10.300547122955322,368,0.01285920281014325,0.01285920281014325,0.09501737095167515,0.7020886843348312,0.09501737095167515,0.09501737095167515
129.64148592948914,11.138194799423218,406,0.04137845144781584,0.04137845144781584,0.04137845144781584,0.3057476990347895,0.3057476990347895,0.3057476990347895
145.1678171157837,15.526331186294556,574,0.008001637950385948,0.008001637950385948,0.05912455169873423,0.43687462932607274,0.43687462932607274,0.05912455169873423
161.22450613975525,16.056689023971558,625,0.00800163795038595,0.00800163795038595,0.05912455169873424,0.43687462932607274,0.43687462932607274,0.05912455169873424
176.17806601524353,14.953559875488281,607,0.002139421844358537,0.002139421844358537,0.002139421844358537,0.8631043734415665,0.11680847484247354,0.015808308027242906
192.25180292129517,16.073736906051636,631,0.00800163795038595,0.00800163795038595,0.05912455169873424,0.4368746293260728,0.4368746293260728,0.05912455169873424
208.19559407234192,15.943791151046753,650,0.05912455169873424,0.05912455169873424,0.00800163795038595,0.4368746293260728,0.4368746293260728,0.05912455169873424
227.20995712280273,19.014363050460815,760,0.2488604902815823,0.2488604902815823,0.004558038873670804,0.2488604902815823,0.2488604902815823,0.2488604902815823
244.54127311706543,17.331315994262695,663,0.2488604902815823,0.2488604902815823,0.004558038873670804,0.2488604902815823,0.2488604902815823,0.2488604902815823
265.5773949623108,21.03612184524536,821,0.24886049028158233,0.24886049028158233,0.004558038873670804,0.24886049028158233,0.24886049028158233,0.24886049028158233
280.28991198539734,14.712517023086548,594,0.05912455169873424,0.05912455169873424,0.008001637950385948,0.4368746293260728,0.05912455169873424,0.4368746293260728
298.3531119823456,18.063199996948242,770,0.24886049028158228,0.24886049028158228,0.004558038873670803,0.24886049028158228,0.24886049028158228,0.24886049028158228
317.04581594467163,18.69270396232605,755,0.24886049028158228,0.24886049028158228,0.004558038873670803,0.24886049028158228,0.24886049028158228,0.24886049028158228
