step_times,step_durs,states_visited,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4
14.26934289932251,14.26934289932251,477,0.2,0.2,0.2,0.2,0.2,0.2
24.648777961730957,10.379435062408447,313,0.30574769903478943,0.30574769903478943,0.30574769903478943,0.30574769903478943,0.041378451447815844,0.041378451447815844
37.11888790130615,12.470109939575195,384,0.46041224480597187,0.46041224480597187,0.46041224480597187,0.06231002155642087,0.008432744415817659,0.008432744415817659
47.46572494506836,10.346837043762207,313,0.3057476990347895,0.3057476990347895,0.3057476990347895,0.3057476990347895,0.04137845144781584,0.04137845144781584
59.00056600570679,11.534841060638428,369,0.7649342838441189,0.7649342838441189,0.1035225979614393,0.1035225979614393,0.014010260116501373,0.014010260116501373
68.53720188140869,9.536635875701904,314,0.467225795367016,0.467225795367016,0.06323213535144674,0.467225795367016,0.0011581369572606613,0.0011581369572606613
78.64987111091614,10.112669229507446,361,0.4672257953670159,0.4672257953670159,0.06323213535144676,0.4672257953670159,0.0011581369572606613,0.0011581369572606613
88.06837201118469,9.418500900268555,369,0.4637939971415319,0.4637939971415319,0.06276769196658996,0.4637939971415319,0.001149630379939363,0.00849468337040691
101.88439393043518,13.816021919250488,539,0.4637939971415319,0.4637939971415319,0.06276769196658995,0.4637939971415319,0.001149630379939363,0.008494683370406911
112.1423830986023,10.257989168167114,466,0.460412244805972,0.460412244805972,0.06231002155642088,0.460412244805972,0.008432744415817662,0.008432744415817662
119.73399090766907,7.5916078090667725,337,0.460412244805972,0.460412244805972,0.06231002155642088,0.460412244805972,0.008432744415817662,0.008432744415817662
126.56810402870178,6.834113121032715,272,0.460412244805972,0.460412244805972,0.06231002155642088,0.460412244805972,0.008432744415817662,0.008432744415817662
138.49542999267578,11.927325963973999,464,0.4368746293260728,0.4368746293260728,0.05912455169873424,0.4368746293260728,0.05912455169873424,0.00800163795038595
160.4173400402069,21.921910047531128,880,0.7020886843348312,0.7020886843348312,0.09501737095167515,0.09501737095167515,0.09501737095167515,0.012859202810143251
187.97554993629456,27.558209896087646,1239,0.7020886843348312,0.7020886843348312,0.09501737095167515,0.09501737095167515,0.09501737095167515,0.012859202810143251
209.5224630832672,21.546913146972656,869,0.7020886843348312,0.7020886843348312,0.09501737095167515,0.09501737095167515,0.09501737095167515,0.012859202810143251
220.32887506484985,10.806411981582642,443,0.43687462932607274,0.43687462932607274,0.059124551698734235,0.43687462932607274,0.059124551698734235,0.008001637950385948
227.34733390808105,7.018458843231201,283,0.4604122448059718,0.4604122448059718,0.06231002155642086,0.4604122448059718,0.008432744415817659,0.008432744415817659
