variable,mean,std,min,max,median
q1_true_goal_prob,0.39196560153448406,0.18822232640466094,0.21428571428571683,0.999999999999999,0.3333333333333333
mid_true_goal_prob,0.6439280267001594,0.3221176678617306,0.20000007434074168,1.000000000000014,0.6153846153846158
q3_true_goal_prob,0.895544195353749,0.17717427218650836,0.37037037037037035,1.000000000000014,0.999999999999994
end_true_goal_prob,0.9490598290598353,0.08859477499676344,0.7692307692307697,1.000000000000069,0.9999999999999997
q1_is_top_ranked,0.8,0.41403933560541256,false,true,1.0
mid_is_top_ranked,0.8,0.4140393356054126,false,true,1.0
q3_is_top_ranked,1.0,0.0,true,true,1.0
end_is_top_ranked,1.0,0.0,true,true,1.0
total_states_visited,18868.466666666667,11421.12099743695,5152,48898,14588.0
initial_states_visited,11562.2,4123.0341670737025,4752,20263,11555.0
marginal_states_visited,240.4291167549761,208.56120960224797,14.333333333333334,665.9302325581396,171.95454545454547
average_states_visited,751.1436744086107,299.68528283738704,380.6060606060606,1288.0,754.7333333333333
total_dur,14.72666530609131,7.99104789303782,4.333621978759766,31.44251298904419,12.707380056381226
initial_dur,6.155001513163248,3.43054250948303,3.174950122833252,16.786591053009033,5.202437877655029
marginal_dur,0.3128660150355975,0.13778755359638492,0.14169178158044815,0.5212141550504245,0.2991332054138184
average_dur,0.609174550362382,0.2899453553199414,0.24351609114444617,1.2755197366078694,0.5945133822304862
